Question,Question Text,A,B,C,D,E,Your Answer,Correct,Points,Domain
Q39,"A large company wants to provide its globally located developers separate, limited size, managed PostgreSQL databases for development purposes. The databases will be low volume. The developers need the databases only when they are actively working. Which solution will meet these requirements MOST cost-effectively? Set up a process to shut down Aurora instances at the end of the workday and to start Aurora instances at the beginning of the next workday. launching Amazon Aurora instances. Give the developers access to launch the product when they need a development database. product to launch databases in the cluster with the default capacity settings. Grant the developers access to the product. a process to terminate identified idle RDS databases. 531 Global IT Certification Hub",Give the developers the ability to launch separate Amazon Aurora instances.,Develop an AWS Service Catalog product that enforces size restrictions for,Create an Amazon Aurora Serverless cluster. Develop an AWS Service Catalog,Monitor AWS Trusted Advisor checks for idle Amazon RDS databases. Create,,,C,"=IF(H40=I40,1,0)",Design Cost-Optimized Architectures
Q40,"An online gaming company is transitioning user data storage to Amazon DynamoDB to support the company's growing user base. The current architecture includes DynamoDB tables that contain user profiles, achievements, and in-game transactions. The company needs to design a robust, continuously available, and resilient DynamoDB architecture to maintain a seamless gaming experience for users. Which solution will meet these requirements MOST cost-effectively? mode. Use global tables to replicate data across multiple Regions. tables in a single AWS Region and enable auto scaling. Configure Cross-Region Replication manually to additional Regions. mode. Use DynamoDB Streams for Cross-Region Replication between Regions. tables in multiple AWS Regions. Use provisioned capacity mode. Enable auto scaling.",Create DynamoDB tables in a single AWS Region. Use on-demand capacity,Use DynamoDB Accelerator (DAX) to cache frequently accessed data. Deploy,Create DynamoDB tables in multiple AWS Regions. Use on-demand capacity,Use DynamoDB global tables for automatic multi-Region replication. Deploy,,,D,"=IF(H41=I41,1,0)",Design Cost-Optimized Architectures
Q41,A company is migrating its databases to Amazon RDS for PostgreSQL. The company is migrating its applications to Amazon EC2 instances. The company wants to optimize costs for long-running workloads. Which solution will meet this requirement MOST cost-effectively? Purchase a 1 year Compute Savings Plan with the No Upfront option for the EC2 588 Global IT Certification Hub instances. the Amazon RDS for PostgreSQL workloads. Purchase a 1 year EC2 Instance Savings Plan with the No Upfront option for the EC2 instances. for the Amazon RDS for PostgreSQL workloads. Purchase a 1 year EC2 Instance Savings Plan with the Partial Upfront option for the EC2 instances. the Amazon RDS for PostgreSQL workloads. Purchase a 3 year EC2 Instance Savings Plan with the All Upfront option for the EC2 instances.,Use On-Demand Instances for the Amazon RDS for PostgreSQL workloads.,Purchase Reserved Instances for a 1 year term with the No Upfront option for,Purchase Reserved Instances for a 1 year term with the Partial Upfront option,Purchase Reserved Instances for a 3 year term with the All Upfront option for,,,D,"=IF(H42=I42,1,0)",Design Cost-Optimized Architectures
Q42,"A company is launching a new application deployed on an Amazon Elastic Container Service (Amazon ECS) cluster and is using the Fargate launch type for ECS tasks. The company is monitoring CPU and memory usage because it is expecting high traffic to the application upon its launch. However, the company wants to reduce costs when utilization decreases. What should a solutions architect recommend? traffic patterns. that trigger an Amazon CloudWatch alarm. metric breaches trigger an Amazon CloudWatch alarm. ECS metric breaches trigger an Amazon CloudWatch alarm.",Use Amazon EC2 Auto Scaling to scale at certain periods based on previous,Use an AWS Lambda function to scale Amazon ECS based on metric breaches,Use Amazon EC2 Auto Scaling with simple scaling policies to scale when ECS,Use AWS Application Auto Scaling with target tracking policies to scale when,,,D,"=IF(H43=I43,1,0)",Design Cost-Optimized Architectures
Q43,An application allows users at a company's headquarters to access product data. The product data is stored in an Amazon RDS MySQL DB instance. The operations team has isolated an application performance slowdown and wants to separate read traffic from write traffic. A solutions architect needs to optimize the application's performance quickly. What should the solutions architect recommend? requests from the primary Availability Zone. requests from the secondary Availability Zone. the compute and storage resources as the source database. same compute and storage resources as the source database.,Change the existing database to a Multi-AZ deployment. Serve the read,Change the existing database to a Multi-AZ deployment. Serve the read,Create read replicas for the database. Configure the read replicas with half of,Create read replicas for the database. Configure the read replicas with the,,,D,"=IF(H44=I44,1,0)",Design Resilient Architectures
Q44,An application running on an Amazon EC2 instance in VPC-A needs to access files in another EC2 instance in VPC-B. Both VPCs are in separate AWS accounts. The network administrator needs to design a solution to configure secure access to EC2 instance in VPC-B from VPC-A. The connectivity should not have a single point of failure or bandwidth concerns. Which solution will meet these requirements? and add appropriate routes from VPC-A.,Set up a VPC peering connection between VPC-A and VPC-B.,Set up VPC gateway endpoints for the EC2 instance running in VPC-B.,Attach a virtual private gateway to VPC-B and set up routing from VPC-A.,Create a private virtual interface (VIF) for the EC2 instance running in VPC-B,,,A,"=IF(H45=I45,1,0)",Design Secure Architectures
Q45,"A company wants to build a web application on AWS. Client access requests to the website are not predictable and can be idle for a long time. Only customers who have paid a subscription fee can have the ability to sign in and use the web 340 Global IT Certification Hub application. Which combination of steps will meet these requirements MOST cost-effectively? (Choose three.) DynamoDB. Create an Amazon API Gateway endpoint to accept RESTful APIs. Send the API calls to the Lambda function. Application Load Balancer to retrieve user information from Amazon RDS. Create an Amazon API Gateway endpoint to accept RESTful APIs. Send the API calls to the Lambda function. Use an integrated Amazon CloudFront configuration. F. Use Amazon S3 static web hosting with PHP, CSS, and JS. Use Amazon CloudFront to serve the frontend web content.",Create an AWS Lambda function to retrieve user information from Amazon,Create an Amazon Elastic Container Service (Amazon ECS) service behind an,Create an Amazon Cognito user pool to authenticate users.,Create an Amazon Cognito identity pool to authenticate users.,"Use AWS Amplify to serve the frontend web content with HTML, CSS, and JS.",,ACE,"=IF(H46=I46,1,0)",Design High-Performing Architectures
Q46,"A company wants to use high performance computing (HPC) infrastructure on AWS for financial risk modeling. The company's HPC workloads run on Linux. Each HPC workflow runs on hundreds of Amazon EC2 Spot Instances, is short-lived, and generates thousands of output files that are ultimately stored in persistent storage for analytics and long-term future use. The company seeks a cloud storage solution that permits the copying of on-premises data to long-term persistent storage to make data available for processing by all EC2 instances. The solution should also be a high performance 99 Global IT Certification Hub file system that is integrated with persistent storage to read and write datasets and output files. Which combination of AWS services meets these requirements? Block Store (Amazon EBS) General Purpose SSD (gp2) volume",Amazon FSx for Lustre integrated with Amazon S3,Amazon FSx for Windows File Server integrated with Amazon S3,Amazon S3 Glacier integrated with Amazon Elastic Block Store (Amazon EBS),Amazon S3 bucket with a VPC endpoint integrated with an Amazon Elastic,,,A,"=IF(H47=I47,1,0)",Design High-Performing Architectures
Q47,"A company hosts its multi-tier applications on AWS. For compliance, governance, auditing, and security, the company must track configuration changes on its AWS resources and record a history of API calls made to these resources. What should a solutions architect do to meet these requirements? API calls. API calls. record API calls. to record API calls.",Use AWS CloudTrail to track configuration changes and AWS Config to record,Use AWS Config to track configuration changes and AWS CloudTrail to record,Use AWS Config to track configuration changes and Amazon CloudWatch to,Use AWS CloudTrail to track configuration changes and Amazon CloudWatch,,,B,"=IF(H48=I48,1,0)",Design Secure Architectures
Q48,A weather forecasting company needs to process hundreds of gigabytes of data with sub-millisecond latency. The company has a high performance computing (HPC) environment in its data center and wants to expand its forecasting capabilities. A solutions architect must identify a highly available cloud storage solution that can handle large amounts of sustained throughput. Files that are stored in the solution should be accessible to thousands of compute instances that will simultaneously access and process the entire dataset. What should the solutions architect do to meet these requirements? mode. mode.,Use Amazon FSx for Lustre scratch file systems.,Use Amazon FSx for Lustre persistent file systems.,Use Amazon Elastic File System (Amazon EFS) with Bursting Throughput,Use Amazon Elastic File System (Amazon EFS) with Provisioned Throughput,,,B,"=IF(H49=I49,1,0)",Design High-Performing Architectures
Q49,"A company runs an on-premises application that is powered by a MySQL database. The company is migrating the application to AWS to increase the application's elasticity and availability. The current architecture shows heavy read activity on the database during times of normal operation. Every 4 hours, the company's development team pulls a full 57 Global IT Certification Hub export of the production database to populate a database in the staging environment. During this period, users experience unacceptable application latency. The development team is unable to use the staging environment until the procedure completes. A solutions architect must recommend replacement architecture that alleviates the application latency issue. The replacement architecture also must give the development team the ability to continue using the staging environment without delay. Which solution meets these requirements? Populate the staging database by implementing a backup and restore process that uses the mysqldump utility. database cloning to create the staging database on-demand. production. Use the standby instance for the staging database. production. Populate the staging database by implementing a backup and restore process that uses the mysqldump utility.",Use Amazon Aurora MySQL with Multi-AZ Aurora Replicas for production.,Use Amazon Aurora MySQL with Multi-AZ Aurora Replicas for production. Use,Use Amazon RDS for MySQL with a Multi-AZ deployment and read replicas for,Use Amazon RDS for MySQL with a Multi-AZ deployment and read replicas for,,,B,"=IF(H50=I50,1,0)",Design Resilient Architectures
Q50,A solutions architect is optimizing a website for an upcoming musical event. Videos of the performances will be streamed in real time and then will be available on demand. The event is expected to attract a global online audience. Which service will improve the performance of both the real-time and on-demand streaming?,Amazon CloudFront,AWS Global Accelerator,Amazon Route 53,Amazon S3 Transfer Acceleration,,,A,"=IF(H51=I51,1,0)",Design High-Performing Architectures
Q51,"A company wants to create a mobile app that allows users to stream slow-motion video clips on their mobile devices. Currently, the app captures video clips and uploads the video clips in raw format into an Amazon S3 bucket. The app retrieves these video clips directly from the S3 bucket. However, the videos are large in their raw format. Users are experiencing issues with buffering and playback on mobile devices. The company wants to implement solutions to maximize the performance and scalability of the app while minimizing operational overhead. Which combination of solutions will meet these requirements? (Choose two.) S3 buckets. formats. content delivery and caching. files to more appropriate formats. 187 Global IT Certification Hub",Deploy Amazon CloudFront for content delivery and caching.,Use AWS DataSync to replicate the video files across AW'S Regions in other,Use Amazon Elastic Transcoder to convert the video files to more appropriate,Deploy an Auto Sealing group of Amazon EC2 instances in Local Zones for,Deploy an Auto Scaling group of Amazon EC2 instances to convert the video,,A,"=IF(H52=I52,1,0)",Design High-Performing Architectures
Q52,"A company has a three-tier web application that processes orders from customers. The web tier consists of Amazon EC2 instances behind an Application Load Balancer. The processing tier consists of EC2 instances. The company decoupled the web tier and processing tier by using Amazon Simple Queue Service (Amazon SQS). The storage layer uses Amazon DynamoDB. At peak times, some users report order processing delays and halls. The company has noticed that during these delays, the EC2 instances are running at 100% CPU usage, and the SQS queue fills up. The peak times are variable and unpredictable. The company needs to improve the performance of the application. Which solution will meet these requirements? processing tier instances for the duration of peak usage times. Use the CPU Utilization metric to determine when to scale. target utilization as a metric to determine when to scale. Use HTTP latency as a metric to determine when to scale. 637 Global IT Certification Hub processing tier instances. Use the ApproximateNumberOfMessages attribute to determine when to scale.",Use scheduled scaling for Amazon EC2 Auto Scaling to scale out the,Use Amazon ElastiCache for Redis in front of the DynamoDB backend tier. Use,Add an Amazon CloudFront distribution to cache the responses for the web tier.,Use an Amazon EC2 Auto Scaling target tracking policy to scale out the,,,D,"=IF(H53=I53,1,0)",Design High-Performing Architectures
Q53,A company is running a highly sensitive application on Amazon EC2 backed by an Amazon RDS database. Compliance regulations mandate that all personally identifiable information (PII) be encrypted at rest. Which solution should a solutions architect recommend to meet this requirement with the LEAST amount of changes to the infrastructure? encrypt the database volume. database volumes. keys to encrypt database volumes. RDS encryption with AWS Key Management Service (AWS KMS) keys to encrypt instance and database volumes. 523 Global IT Certification Hub,Deploy AWS Certificate Manager to generate certificates. Use the certificates to,"Deploy AWS CloudHSM, generate encryption keys, and use the keys to encrypt",Configure SSL encryption using AWS Key Management Service (AWS KMS),Configure Amazon Elastic Block Store (Amazon EBS) encryption and Amazon,,,D,"=IF(H54=I54,1,0)",Design Secure Architectures
Q54,"A company manages AWS accounts in AWS Organizations. AWS IAM Identity Center (AWS Single Sign-On) and AWS Control Tower are configured for the accounts. The company wants to manage multiple user permissions across all the accounts. The permissions will be used by multiple IAM users and must be split between the developer and administrator teams. Each team requires different permissions. The company wants a solution that includes new users that are hired on both teams. Which solution will meet these requirements with the LEAST operational overhead? separate developer and administrator groups in IAM Identity Center. Assign the 427 Global IT Certification Hub users to the appropriate groups. Create a custom IAM policy for each group to set fine-grained permissions. separate developer and administrator groups in IAM Identity Center. Assign the users to the appropriate groups. Attach AWS managed IAM policies to each user as needed for fine-grained permissions. on administrator groups in IAM Identity Center. Create new permission sets that include the appropriate IAM policies for each group. Assign the new groups to the appropriate accounts. Assign the new permission sets to the new groups. When new users are hired, add them to the appropriate group. include the appropriate IAM policies for each user. Assign the users to the appropriate accounts. Grant additional IAM permissions to the users from within specific accounts. When new users are hired, add them to IAM Identity Center and assign them to the accounts.",Create individual users in IAM Identity Center for each account. Create,Create individual users in IAM Identity Center for each account. Create,Create individual users in IAM Identity Center. Create new developer and,Create individual users in IAM Identity Center. Create new permission sets that,,,C,"=IF(H55=I55,1,0)",Design Secure Architectures
Q55,"A company stores data in an Amazon Aurora PostgreSQL DB cluster. The company must store all the data for 5 years and must delete all the data after 5 years. The company also must indefinitely keep audit logs of actions that are performed within the database. Currently, the company has automated backups 96 Global IT Certification Hub configured for Aurora. Which combination of steps should a solutions architect take to meet these requirements? (Choose two.) Hub",Take a manual snapshot of the DB cluster.,Create a lifecycle policy for the automated backups.,Configure automated backup retention for 5 years.,Configure an Amazon CloudWatch Logs export for the DB cluster.,Use AWS Backup to take the backups and to keep the backups for 5 years.,,DE,"=IF(H56=I56,1,0)",Design Resilient Architectures
Q56,A company runs an ecommerce application on Amazon EC2 instances behind an Application Load Balancer. The instances run in an Amazon EC2 Auto Scaling group across multiple Availability Zones. The Auto Scaling group scales based on CPU utilization metrics. The ecommerce application stores the transaction data in a MySQL 8.0 database that is hosted on a large EC2 instance. The database's performance degrades quickly as application load increases. The application handles more read requests than write transactions. The company wants a solution that will automatically scale the database to meet the demand of unpredictable read workloads while maintaining high availability. Which solution will meet these requirements? reader instances in a different Availability Zone. Scaling with Aurora Replicas.,Use Amazon Redshift with a single node for leader and compute functionality.,Use Amazon RDS with a Single-AZ deployment Configure Amazon RDS to add,Use Amazon Aurora with a Multi-AZ deployment. Configure Aurora Auto,Use Amazon ElastiCache for Memcached with EC2 Spot Instances.,,,C,"=IF(H57=I57,1,0)",Design Resilient Architectures
Q57,"A company is migrating a three-tier application to AWS. The application requires a MySQL database. In the past, the application users reported poor application performance when creating new entries. These performance issues were caused by users generating different real-time reports from the application during working hours. Which solution will improve the performance of the application when it is moved to AWS? Refactor the application to use DynamoDB for reports. compute resources exceed the on-premises database. replicas. Configure the application to use the reader endpoint for reports. application to use the backup instance of the cluster as an endpoint for the reports.",Import the data into an Amazon DynamoDB table with provisioned capacity.,Create the database on a compute optimized Amazon EC2 instance. Ensure,Create an Amazon Aurora MySQL Multi-AZ DB cluster with multiple read,Create an Amazon Aurora MySQL Multi-AZ DB cluster. Configure the,,,C,"=IF(H58=I58,1,0)",Design Resilient Architectures
Q58,"A company uses Amazon EC2 instances and AWS Lambda functions to run its application. The company has VPCs with public subnets and private subnets in its AWS account. The EC2 instances run in a private subnet in one of the VPCs. The Lambda functions need direct network access to the EC2 instances for the application to work. The application will run for at least 1 year. The company expects the number of Lambda functions that the application uses to increase during that time. The company wants to maximize its savings on all application resources and to keep network latency between the services low. Which solution will meet these requirements? duration and memory usage and the number of invocations. Connect the Lambda functions to the private subnet that contains the EC2 instances. 259 Global IT Certification Hub duration and memory usage, the number of invocations, and the amount of data that is transferred. Connect the Lambda functions to a public subnet in the same VPC where the EC2 instances run. and memory usage, the number of invocations, and the amount of data that is transferred. Connect the Lambda functions to the private subnet that contains the EC2 instances. and memory usage, the number of invocations, and the amount of data that is transferred. Keep the Lambda functions in the Lambda service VPC.",Purchase an EC2 Instance Savings Plan Optimize the Lambda functions',Purchase an EC2 Instance Savings Plan Optimize the Lambda functions',Purchase a Compute Savings Plan. Optimize the Lambda functions' duration,Purchase a Compute Savings Plan. Optimize the Lambda functions' duration,,,C,"=IF(H59=I59,1,0)",Design Secure Architectures
Q59,"A company needs to provide its employees with secure access to confidential and sensitive files. The company wants to ensure that the files can be accessed only by authorized users. The files must be downloaded securely to the employees' devices. The files are stored in an on-premises Windows file server. However, due to an increase in remote usage, the file server is running out of capacity. Which solution will meet these requirements? the security group to limit inbound traffic to the employees' IP addresses. Integrate the Amazon FSx file system with the on-premises Active Directory. Configure AWS Client VPN. signed URL to allow download. employees to sign on with AWS IAM Identity Center (AWS Single Sign-On).",Migrate the file server to an Amazon EC2 instance in a public subnet. Configure,Migrate the files to an Amazon FSx for Windows File Server file system.,"Migrate the files to Amazon S3, and create a private VPC endpoint. Create a","Migrate the files to Amazon S3, and create a public VPC endpoint. Allow",,,B,"=IF(H60=I60,1,0)",Design Secure Architectures
Q60,A financial services company launched a new application that uses an Amazon RDS for MySQL database. The company uses the application to track stock market trends. The company needs to operate the application for only 2 hours at the end of each week. The company needs to optimize the cost of running the database. Which solution will meet these requirements MOST cost-effectively? MySQL database cluster. cluster. runs MySQL. Purchase an instance reservation for the EC2 instance. Service (Amazon ECS) cluster that uses MySQL container images to run tasks.,Migrate the existing RDS for MySQL database to an Aurora Serverless v2,Migrate the existing RDS for MySQL database to an Aurora MySQL database,Migrate the existing RDS for MySQL database to an Amazon EC2 instance that,Migrate the existing RDS for MySQL database to an Amazon Elastic Container,,,A,"=IF(H61=I61,1,0)",Design Cost-Optimized Architectures
Q61,A company has migrated an application to Amazon EC2 Linux instances. One of these EC2 instances runs several 1-hour tasks on a schedule. These tasks were written by different teams and have no common programming language. The 229 Global IT Certification Hub company is concerned about performance and scalability while these tasks run on a single instance. A solutions architect needs to implement a solution to resolve these concerns. Which solution will meet these requirements with the LEAST operational overhead? EventBridge (Amazon CloudWatch Events). container on demand to run the tasks as jobs. using Amazon EventBridge (Amazon CloudWatch Events). tasks. Create an Auto Scaling group with the AMI to run multiple copies of the instance.,Use AWS Batch to run the tasks as jobs. Schedule the jobs by using Amazon,Convert the EC2 instance to a container. Use AWS App Runner to create the,Copy the tasks into AWS Lambda functions. Schedule the Lambda functions by,Create an Amazon Machine Image (AMI) of the EC2 instance that runs the,,,A,"=IF(H62=I62,1,0)",Design High-Performing Architectures
Q62,A company is designing a tightly coupled high performance computing (HPC) environment in the AWS Cloud. The company needs to include features that will optimize the HPC environment for networking and storage. Which combination of solutions will meet these requirements? (Choose two.) the accelerator. scratch storage. to be HTTP and HTTPS. instances. 495 Global IT Certification Hub,Create an accelerator in AWS Global Accelerator. Configure custom routing for,Create an Amazon FSx for Lustre file system. Configure the file system with,Create an Amazon CloudFront distribution. Configure the viewer protocol policy,Launch Amazon EC2 instances. Attach an Elastic Fabric Adapter (EFA) to the,Create an AWS Elastic Beanstalk deployment to manage the environment.,,BD,"=IF(H63=I63,1,0)",Design High-Performing Architectures
Q63,"A solutions architect is creating an application that will handle batch processing of large amounts of data. The input data will be held in Amazon S3 and the output data will be stored in a different S3 bucket. For processing, the application will transfer the data over the network between multiple Amazon EC2 instances. What should the solutions architect do to reduce the overall data transfer costs?",Place all the EC2 instances in an Auto Scaling group.,Place all the EC2 instances in the same AWS Region.,Place all the EC2 instances in the same Availability Zone.,Place all the EC2 instances in private subnets in multiple Availability Zones.,,,C,"=IF(H64=I64,1,0)",Design Cost-Optimized Architectures
Q64,"A company runs an application in a private subnet behind an Application Load Balancer (ALB) in a VPC. The VPC has a NAT gateway and an internet gateway. The application calls the Amazon S3 API to store objects. According to the company's security policy, traffic from the application must not travel across the internet. Which solution will meet these requirements MOST cost-effectively? outbound traffic to Amazon S3. endpoint. assigned to the NAT gateway. is deployed. Update the VPC route table to use the second NAT gateway.",Configure an S3 interface endpoint. Create a security group that allows,Configure an S3 gateway endpoint. Update the VPC route table to use the,Configure an S3 bucket policy to allow traffic from the Elastic IP address that is,Create a second NAT gateway in the same subnet where the legacy application,,,B,"=IF(H65=I65,1,0)",Design Secure Architectures
Q65,"A company runs a fleet of web servers using an Amazon RDS for PostgreSQL DB instance. After a routine compliance check, the company sets a standard that requires a recovery point objective (RPO) of less than 1 second for all its production databases. Which solution meets these requirements? replicas in a separate Availability Zone. Database Migration Service (AWS DMS) change data capture (CDC) tasks.",Enable a Multi-AZ deployment for the DB instance.,Enable auto scaling for the DB instance in one Availability Zone.,"Configure the DB instance in one Availability Zone, and create multiple read","Configure the DB instance in one Availability Zone, and configure AWS",,,A,"=IF(H66=I66,1,0)",Design Resilient Architectures

SUMMARY,,,,,,,,Total Score:,=SUM(J2:J66),
,,,,,,,,Percentage:,=J68/65*100,
